MsgID.GLOBAL_POSITION,1523433768.1489480,-122.3974498,37.7924803,0.0760000
MsgID.LOCAL_VELOCITY,1523433768.1489480,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523433768.1491280,0.0356595,0.0131751,-0.0768917
MsgID.LOCAL_VELOCITY,1523433768.1491280,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1523433768.1492500,-122.3974485,37.7924811,0.0810000
MsgID.LOCAL_VELOCITY,1523433768.1492500,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523433768.1493609,0.1306996,0.1286979,-0.0816409
MsgID.LOCAL_VELOCITY,1523433768.1493609,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1523433768.1495612,False,False
MsgID.GLOBAL_HOME,1523433768.1499991,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1523433768.1501591,-122.3974500,37.7924816,0.0930000
MsgID.LOCAL_VELOCITY,1523433768.1501591,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523433768.1502950,0.1884920,-0.0068274,-0.0934523
MsgID.LOCAL_VELOCITY,1523433768.1502950,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1523433768.1504042,-122.3974510,37.7924805,0.1060000
MsgID.LOCAL_VELOCITY,1523433768.1504042,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523433768.1505060,0.0601343,-0.0925040,-0.1063471
MsgID.LOCAL_VELOCITY,1523433768.1505060,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1523433768.3260660,-122.3974486,37.7924788,0.1200000
MsgID.LOCAL_VELOCITY,1523433768.3260660,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523433768.3264310,-0.1288166,0.1247236,-0.1205750
MsgID.LOCAL_VELOCITY,1523433768.3264310,-0.0000052,0.0000014,0.0000287
MsgID.GLOBAL_POSITION,1523433768.5757110,-122.3974508,37.7924805,0.1310000
MsgID.LOCAL_VELOCITY,1523433768.5757110,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523433768.5778561,0.0575063,-0.0780795,-0.1313267
MsgID.LOCAL_VELOCITY,1523433768.5778561,-0.0000048,0.0000006,0.0000259
MsgID.STATE,1523433768.8219590,True,True
MsgID.GLOBAL_HOME,1523433768.9716139,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1523433768.9718540,-122.3974510,37.7924804,0.1360000
MsgID.LOCAL_VELOCITY,1523433768.9718540,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523433768.9721012,0.0517486,-0.0893293,-0.1367520
MsgID.LOCAL_VELOCITY,1523433768.9721012,-0.0000048,0.0000006,0.0000258
MsgID.GLOBAL_POSITION,1523433769.0772212,-122.3974488,37.7924786,0.1330000
MsgID.LOCAL_VELOCITY,1523433769.0772212,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523433769.0773780,-0.1492201,0.0979762,-0.1339730
MsgID.LOCAL_VELOCITY,1523433769.0773780,-0.0000049,0.0000006,0.0000258
MsgID.GLOBAL_POSITION,1523433769.3283200,-122.3974490,37.7924801,0.1210000
MsgID.LOCAL_VELOCITY,1523433769.3283200,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523433769.3285482,0.0193811,0.0819549,-0.1216827
MsgID.LOCAL_VELOCITY,1523433769.3285482,0.0000097,-0.0000002,0.0000479
MsgID.GLOBAL_POSITION,1523433769.5770760,-122.3974497,37.7924809,0.1020000
MsgID.LOCAL_VELOCITY,1523433769.5770760,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523433769.5772359,0.1088156,0.0182967,-0.1025300
MsgID.LOCAL_VELOCITY,1523433769.5772359,-0.0000053,0.0000014,0.0000288
MsgID.STATE,1523433769.8224771,True,True
MsgID.GLOBAL_HOME,1523433769.8230729,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1523433769.8269172,-122.3974492,37.7924803,0.0750000
MsgID.LOCAL_VELOCITY,1523433769.8269172,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523433769.8270800,0.0328698,0.0675264,-0.0757958
MsgID.LOCAL_VELOCITY,1523433769.8270800,-0.0000052,0.0000014,0.0000287
MsgID.GLOBAL_POSITION,1523433770.0767229,-122.3974486,37.7924797,0.2920000
MsgID.LOCAL_VELOCITY,1523433770.0767229,0.0000000,0.0000000,-1.9600000
MsgID.LOCAL_POSITION,1523433770.0768800,-0.0319490,0.1185470,-0.2924695
MsgID.LOCAL_VELOCITY,1523433770.0768800,0.0025949,0.0018103,-1.9653922
MsgID.GLOBAL_POSITION,1523433770.3275268,-122.3974514,37.7924810,0.9010000
MsgID.LOCAL_VELOCITY,1523433770.3275268,0.0000000,0.0000000,-2.9500000
MsgID.LOCAL_POSITION,1523433770.3277280,0.1182717,-0.1256991,-0.9041858
MsgID.LOCAL_VELOCITY,1523433770.3277280,0.0041486,-0.0002191,-2.9573646
MsgID.GLOBAL_POSITION,1523433770.5769720,-122.3974493,37.7924805,1.6500000
MsgID.LOCAL_VELOCITY,1523433770.5769720,0.0000000,0.0000000,-3.3300000
MsgID.LOCAL_POSITION,1523433770.5771410,0.0591172,0.0573110,-1.6506112
MsgID.LOCAL_VELOCITY,1523433770.5771410,-0.0074092,0.0098807,-3.3373983
MsgID.STATE,1523433770.8231881,True,True
MsgID.GLOBAL_HOME,1523433770.8234749,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1523433770.8274591,-122.3974494,37.7924789,2.5120000
MsgID.LOCAL_VELOCITY,1523433770.8274591,-0.0100000,0.0100000,-3.6100000
MsgID.LOCAL_POSITION,1523433770.8276212,-0.1212455,0.0446950,-2.5163705
MsgID.LOCAL_VELOCITY,1523433770.8276212,-0.0104950,0.0183577,-3.6111507
MsgID.GLOBAL_POSITION,1523433771.0774190,-122.3974515,37.7924807,3.4020000
MsgID.LOCAL_VELOCITY,1523433771.0774190,0.0200000,0.0000000,-3.7500000
MsgID.LOCAL_POSITION,1523433771.0775990,0.0873847,-0.1379128,-3.4025173
MsgID.LOCAL_VELOCITY,1523433771.0775990,0.0231159,0.0033159,-3.7555001
MsgID.GLOBAL_POSITION,1523433771.3280790,-122.3974493,37.7924804,4.4050000
MsgID.LOCAL_VELOCITY,1523433771.3280790,0.0100000,0.0000000,-3.8700000
MsgID.LOCAL_POSITION,1523433771.3283141,0.0507050,0.0565769,-4.4094830
MsgID.LOCAL_VELOCITY,1523433771.3283141,0.0118470,0.0075228,-3.8752882
MsgID.GLOBAL_POSITION,1523433771.5776739,-122.3974492,37.7924803,5.2440000
MsgID.LOCAL_VELOCITY,1523433771.5776739,0.0000000,0.0000000,-2.4000000
MsgID.LOCAL_POSITION,1523433771.5778282,0.0371824,0.0667598,-5.2446032
MsgID.LOCAL_VELOCITY,1523433771.5778282,0.0038744,0.0073256,-2.4076364
MsgID.STATE,1523433771.8223732,True,True
MsgID.GLOBAL_HOME,1523433771.8244941,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1523433771.8267469,-122.3974497,37.7924811,5.5720000
MsgID.LOCAL_VELOCITY,1523433771.8267469,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523433771.8289080,0.1264785,0.0195119,-5.5725861
